job_id,skill_id
673,204
673,95
674,430
674,65
674,5
675,41
675,316
675,505
676,1025
676,60
677,9
677,498
677,162
678,213
678,60
679,41
679,1142
679,60
680,204
680,13
680,112
681,271
681,162
681,50
682,170
682,9
683,24
683,41
684,258
684,41
685,7
685,130
686,908
686,41
686,1523
687,1122
687,12
687,41
688,1987
688,158
689,19
689,60
689,725
690,123
690,54
690,13
691,87
691,54
691,182
692,2
692,1
692,5
693,19
693,155
693,177
694,13
694,182
694,867
695,65
695,436
696,2014
696,13
697,58
698,41
698,11
698,120
699,41
699,984
700,54
700,135
700,318
701,14
701,214
701,213
702,1184
702,1050
702,1217
703,430
703,519
704,351
704,1696
705,233
705,87
705,152
706,135
706,73
706,41
707,41
707,182
707,1008
708,5
708,867
709,41
710,320
710,112
710,2
711,836
711,1008
711,700
712,2
712,1142
712,19
713,1012
713,519
713,60
714,2074
714,318
714,18
715,101
715,17
715,13
716,2080
716,19
716,13
717,123
717,1359
717,170
718,233
718,856
718,112
719,50
719,270
719,19
720,204
720,122
720,939
721,24
721,270
721,19
722,370
722,213
722,19
723,2101
723,19
724,125
724,123
724,22
725,64
725,79
725,60
726,13
726,118
727,1
727,41
727,213
728,194
729,2117
729,44
729,33
730,41
730,6
731,157
731,456
732,26
732,430
732,278
733,278
733,54
734,60
734,5
735,213
735,122
735,60
736,73
737,162
737,120
737,155
738,1620
739,2147
739,112
739,1050
740,13
740,2
740,5
741,41
742,19
742,143
742,77
743,2157
743,54
743,19
744,2160
744,25
744,72
745,2163
745,13
745,213
746,1753
746,12
747,519
748,162
748,274
748,13
749,8
749,1696
750,17
750,112
750,841
751,182
751,277
751,5
752,41
752,5
752,87
753,162
753,6
753,19
754,311
754,13
755,9
756,937
756,2196
756,112
757,318
757,2196
757,13
758,6
758,7
758,155
759,174
759,19
759,7
760,101
760,73
761,9
761,162
762,135
762,453
763,19
763,11
763,112
764,351
764,60
764,1
765,112
765,9
765,19
766,207
766,41
767,54
767,7
767,41
768,1039
768,111
768,1269
769,41
770,13
770,19
770,60
771,135
771,60
771,5
772,14
772,258
773,120
773,11
773,383
774,123
774,1474
774,10
775,135
775,162
775,1
776,29
776,318
776,7
777,29
777,318
777,12
778,26
778,24
779,162
779,203
779,54
780,160
780,10
780,41
781,320
781,119
781,13
782,12
782,318
782,24
783,351
783,41
784,1596
784,430
785,94
785,24
786,41
786,49
787,370
787,2
787,87
788,163
789,1756
789,135
789,652
790,162
790,10
790,13
791,51
791,10
791,120
792,162
792,316
792,41
793,51
793,2311
793,163
794,29
794,77
795,18
796,2318
796,837
796,213
797,1008
797,26
797,5
798,119
798,10
798,151
799,112
799,19
799,60
800,143
800,163
800,25
801,94
801,10
802,162
802,173
802,17
803,194
803,24
804,155
804,60
804,41
805,18
805,41
805,12
806,41
806,133
807,2356
807,60
807,119
808,157
808,19
808,41
809,163
809,72
809,155
810,158
810,118
810,2367
811,498
811,23
811,120
812,120
812,41
813,123
813,274
813,44
814,29
814,25
814,24
815,26
815,964
815,258
816,430
817,856
817,151
818,1008
818,258
818,158
819,271
819,62
819,19
820,189
820,158
820,5
821,1
822,351
822,5
823,65
823,13
823,5
824,1008
824,182
825,2407
825,162
825,133
826,1056
826,119
826,519
827,173
827,374
827,54
828,69
828,36
828,13
829,54
829,26
830,29
830,2311
830,17
831,119
831,41
832,311
833,163
833,73
834,470
834,6
834,41
837,163
837,394
837,24
838,19
838,60
838,101
839,24
839,120
839,41
842,12
842,18
843,466
843,5
843,58
844,112
844,41
845,351
845,189
845,13
846,162
846,505
846,130
847,11
847,122
847,41
848,28
848,270
849,162
849,52
849,22
850,837
850,120
850,19
851,1474
851,12
851,5
852,94
852,24
853,2483
853,182
853,5
854,1523
854,24
855,112
855,182
855,1
856,227
856,13
857,203
857,120
857,19
858,2501
859,50
859,60
859,155
860,10
860,44
860,120
861,60
861,1
863,19
863,1184
863,49
864,22
864,50
865,1645
865,13
866,2518
866,120
866,41
867,170
867,120
867,19
868,203
868,133
868,24
869,54
869,60
870,182
870,54
870,60
871,1085
871,458
871,41
872,1299
872,273
873,65
873,19
873,526
874,157
874,60
875,157
875,54
876,311
876,118
876,1430
877,8
877,797
878,10
878,158
878,41
879,2558
879,17
879,24
880,17
880,1523
881,318
881,112
882,5
882,276
883,2570
883,60
883,87
884,23
884,9
885,23
885,22
885,41
886,9
886,5
886,233
887,135
887,54
888,2
888,60
890,187
890,2590
890,19
891,278
891,13
891,19
892,41
893,270
893,7
893,13
894,311
894,498
894,19
898,2608
899,2609
900,1269
901,123
901,6
901,11
902,13
902,69
903,2616
904,2617
905,2618
906,2619
906,867
907,26
907,2617
908,155
908,1142
909,1
909,1313
910,2074
910,17
911,152
911,2619
911,2407
912,2632
912,2633
912,2634
913,24
913,28
913,10
914,213
914,203
915,155
915,163
915,162
916,2643
916,2644
917,22
917,120
917,162
918,26
919,2617
920,69
921,22
923,13
924,2653
925,1
925,2653
926,1
926,2657
927,13
928,2616
928,2660
929,118
929,2662
930,33
930,2664
931,453
931,2664
932,2617
933,2668
934,2669
935,2669
936,214
937,2617
938,2673
939,318
939,62
940,194
940,2677
941,194
941,2679
942,194
942,2681
943,2682
943,2683
944,652
944,2685
945,19
945,2687
945,232
946,119
946,1473
946,2691
947,119
947,1473
947,120
948,17
948,73
948,123
949,2356
949,2699
949,203
950,73
950,123
950,130
951,18
953,2669
954,54
955,26
956,2708
958,270
959,17
960,652
961,19
962,13
963,33
964,394
965,1522
966,207
967,19
968,73
969,204
970,2721
971,448
972,122
973,123
974,270
974,60
974,2727
975,270
975,60
975,336
976,19
976,2732
976,837
977,19
977,2732
977,837
978,19
978,2732
978,837
980,60
981,1
981,2743
982,2744
984,2745
985,123
986,12
987,2617
989,1
990,119
991,453
992,203
993,112
994,867
995,119
996,13
997,2643
998,6
999,135
1000,453
1001,2743
1002,2617
1003,19
1003,69
1003,278
1005,112
1005,316
1005,274
1006,112
1006,2772
1006,274
1007,207
1008,316
1008,22
1008,162
1009,316
1009,22
1009,162
1010,72
1011,73
1012,1696
1013,19
1014,2785
1015,1
1016,73
1017,112
1018,2789
1019,2790
1020,2791
1021,2792
1022,17
1023,17
1024,2795
1025,2796
1026,2796
1027,2789
1028,2679
1029,13
1030,112
1030,17
1030,1522
1031,19
1031,1754
1031,135
1032,2807
1033,2808
1033,2809
1035,73
1036,2811
1037,19
1038,2653
1039,2662
1040,2815
1041,6
1043,118
1044,24
1044,2819
1045,13
1046,60
1047,2822
1047,2823
1047,2824
1047,2825
1048,58
1048,2827
1048,2828
1049,318
1049,2830
1049,23
1049,2832
1049,2833
1049,1244
1049,304
1049,2836
1049,2837
1050,1522
1050,2839
1050,2840
1050,2841
1050,120
1050,2843
1050,7
1050,2845
1051,75
1051,112
1051,2848
1051,2849
1051,2822
1051,2851
1051,2852
1051,28
1051,11
1051,7
1051,2856
1051,162
1051,187
1052,112
1052,316
1052,62
1052,2862
1052,2863
1052,2864
1053,1008
1053,24
1053,2822
1053,2699
1053,2869
1053,2870
1053,2871
1053,2872
1053,162
1054,1163
1054,2875
1054,2876
1054,2877
1054,29
1054,398
1054,2880
1054,2881
1054,2196
1054,2883
1054,2884
1054,2885
1054,2886
1054,1244
1054,120
1054,498
1054,1017
1054,2891
1054,2892
1055,373
1055,2894
1055,2895
1055,2896
1055,2841
1055,2898
1055,249
1055,2900
1055,2901
1055,428
1055,2903
1056,2904
1056,2905
1056,2906
1057,2839
1057,2833
1057,123
1057,2910
1057,22
1057,120
1057,2913
1057,2914
1057,728
1057,560
1057,2917
1057,2918
1057,2919
1057,2920
1058,1299
1058,2922
1058,2668
1059,87
1059,2925
1060,87
1060,2927
1060,2925
1060,292
1060,2930
1060,2931
1061,182
1061,2933
1062,2934
1062,2935
1062,26
1062,2937
1062,2933
1062,2914
1062,2903
1063,2941
1064,120
1064,49
1064,2944
1064,23
1064,2875
1064,111
1064,398
1064,2949
1064,123
1064,2951
1064,2952
1064,2953
1064,2954
1064,2955
1064,2913
1064,11
1064,2958
1064,2836
1064,2960
1064,2961
1064,2962
1064,498
1065,2843
1065,865
1066,112
1066,2967
1066,2968
1066,62
1066,2196
1067,2971
1067,182
1067,456
1068,17
1068,19
1068,155
1068,2977
1068,2978
1068,2979
1068,2980
1069,163
1069,316
1069,2983
1069,123
1069,11
1069,728
1069,2987
1069,2988
1070,2989
1070,2691
1070,2991
1071,2992
1071,2993
1071,2994
1071,19
1071,2996
1071,201
1071,2998
1071,203
1071,2869
1071,3001
1071,458
1071,1522
1071,133
1071,3005
1071,2824
1071,101
1072,3008
1072,382
1072,276
1072,3011
1073,2839
1073,49
1073,2841
1073,90
1073,3016
1073,3017
1073,210
1073,3019
1073,3020
1074,2843
1074,3022
1075,73
1075,24
1075,1901
1075,95
1075,3027
1075,149
1075,2833
1075,3030
1075,28
1075,3032
1075,2590
1075,3034
1075,3035
1076,230
1076,2935
1076,2691
1076,120
1076,3040
1076,11
1076,3042
1076,3043
1076,2856
1076,2978
1076,3046
1076,428
1077,2668
1077,182
1077,3050
1077,456
1077,3052
1078,531
1078,22
1078,3055
1078,2979
1078,3057
1079,73
1079,17
1079,18
1079,155
1079,203
1079,2841
1079,120
1079,728
1079,101
1079,2988
1080,2869
1080,3069
1080,3070
1080,3071
1081,24
1081,54
1081,3074
1081,3075
1081,230
1081,383
1081,3078
1082,77
1082,49
1082,3081
1082,1359
1082,2840
1082,3084
1082,3085
1082,3086
1083,213
1083,2827
1083,2163
1083,448
1083,120
1083,3092
1083,1346
1083,3094
1084,3095
1085,12
1085,24
1085,155
1085,22
1085,120
1085,7
1085,3102
1086,3103
1087,49
1087,318
1087,274
1087,2570
1087,111
1087,3109
1087,2869
1087,3111
1087,383
1088,49
1088,2570
1088,2833
1089,163
1089,316
1089,62
1089,3119
1089,3120
1089,2845
1090,46
1090,2894
1090,3124
1090,3125
1090,3126
1090,3127
1091,428
1091,3129
1091,111
1091,1163
1091,3132
1091,3133
1091,2978
1091,3135
1092,49
1092,112
1092,3138
1092,54
1093,46
1093,2880
1093,2896
1093,3143
1093,3144
1094,2841
1094,112
1094,2833
1094,3148
1094,2117
1094,2869
1094,3120
1094,3152
1094,3153
1095,111
1095,3155
1095,2875
1095,2880
1095,3158
1095,3159
1095,3160
1095,3161
1095,22
1095,3163
1096,2833
1097,19
1097,112
1097,3167
1097,3168
1097,1754
1097,336
1098,1208
1098,1031
1098,62
1098,2862
1098,3120
1098,3152
1098,3177
1099,2833
1099,112
1099,274
1099,3181
1099,54
1099,3183
1099,2983
1099,1754
1099,3120
1099,11
1099,3092
1099,728
1099,2828
1099,1667
1099,3094
1099,1068
1100,2833
1100,824
1100,19
1100,1208
1101,3198
1101,2996
1101,2699
1101,1142
1101,3202
1101,466
1102,12
1102,3205
1102,470
1102,75
1102,2608
1102,937
1102,2841
1102,22
1102,3120
1102,120
1102,3214
1102,7
1102,3133
1102,3217
1102,3218
1102,3219
1102,3220
1102,3221
1102,162
1102,3223
1103,3070
1103,3042
1103,3226
1104,447
1104,2905
1104,69
1104,58
1104,3092
1104,1208
1104,3071
1105,23
1105,2875
1105,3236
1105,111
1105,1056
1105,937
1106,25
1106,29
1106,1818
1106,2699
1106,163
1106,133
1107,274
1107,23
1107,937
1107,11
1107,2845
1108,12
1108,274
1108,182
1108,29
1108,2840
1108,2833
1108,2699
1108,120
1108,2856
1108,3260
1109,163
1109,182
1109,2699
1109,2869
1109,22
1109,3266
1109,3267
1110,3005
1110,24
1110,3270
1110,3271
1110,123
1110,120
1110,163
1111,151
1111,3276
1111,856
1111,2822
1111,3279
1111,2311
1111,3281
1112,12
1112,3283
1112,3284
1112,18
1112,3286
1112,3109
1112,2196
1112,123
1112,2841
1112,3291
1112,3120
1112,11
1112,2856
1112,162
1113,112
1113,24
1113,2839
1113,3299
1113,2856
1113,187
1113,3302
1114,120
1114,2935
1114,3305
1114,2914
1114,3043
1114,3308
1114,101
1114,597
1115,12
1115,24
1115,95
1115,3314
1115,18
1115,3316
1115,3317
1115,1818
1115,123
1115,120
1115,28
1115,7
1115,3220
1115,3324
1115,162
1115,3326
1115,437
1115,3328
1115,2825
1116,2833
1116,3331
1117,318
1117,73
1117,3334
1117,2996
1117,3336
1117,2925
1117,2825
1117,2988
1118,155
1118,1031
1118,3342
1118,2869
1118,2941
1118,120
1118,249
1118,3042
1118,3331
1118,3043
1118,2900
1118,3218
1118,3326
1118,3046
1118,2903
1119,2791
1119,2827
1119,3357
1120,213
1120,2968
1120,2841
1120,3152
1120,101
1121,2903
1122,87
1122,3365
1122,2841
1122,3367
1122,3368
1122,3369
1122,3370
1123,87
1123,182
1123,2822
1124,2668
1125,3375
1125,112
1125,227
1125,3378
1125,320
1125,2937
1125,120
1125,3382
1125,3383
1125,2845
1125,162
1125,2988
1126,12
1126,24
1126,2839
1126,155
1126,2851
1126,22
1126,120
1126,163
1126,3383
1126,2845
1126,3397
1126,2825
1127,24
1127,2356
1127,3283
1127,12
1127,2922
1127,29
1127,3336
1127,1818
1127,10
1128,3005
1128,24
1128,274
1128,3411
1128,3412
1128,2833
1128,1818
1128,2691
1128,937
1128,2869
1128,3120
1128,120
1128,3420
1128,3397
1128,3422
1128,2157
1128,3266
1128,3425
1129,87
1129,2930
1129,2708
1129,3429
1130,19
1130,18
1130,2833
1130,3433
1130,3434
1130,3435
1130,162
1130,3437
1131,19
1131,177
1131,119
1131,2823
1131,75
1131,3443
1131,937
1131,3305
1131,3446
1131,120
1131,2914
1131,162
1131,1017
1132,19
1132,23
1132,2862
1132,2699
1132,2163
1132,3456
1132,3120
1132,11
1132,336
1132,728
1132,837
1132,3462
1132,2917
1132,162
1132,688
1132,2920
1133,7
1133,3468
1133,120
1133,293
1133,3471
1134,3042
1134,3473
1134,3474
1135,2117
1135,2827
1136,12
1136,3478
1136,3479
1136,3336
1136,1818
1136,7
1136,133
1136,162
1138,318
1138,3492
1138,2832
1138,2833
1138,3495
1139,3496
1139,22
1139,3074
1139,162
1140,2841
1140,1184
1140,19
1140,155
1140,2937
1140,270
1140,120
1140,7
1140,3508
1140,3509
1140,101
1141,177
1141,73
1141,830
1142,249
1142,19
1142,2883
1142,2914
1142,3133
1142,428
1143,87
1143,2927
1143,3522
1143,3523
1144,87
1144,112
1144,19
1144,2822
1144,3367
1144,3529
1144,187
1144,3260
1145,203
1145,3533
1145,39
1146,318
1146,54
1146,3120
1146,7
1146,2708
1147,87
1147,3367
1148,23
1148,3478
1148,3544
1148,18
1148,2996
1148,2840
1148,3548
1148,3549
1148,3550
1148,3551
1148,3552
1148,3553
1148,3554
1148,2904
1148,3556
1149,10
1149,12
1149,2968
1149,54
1149,75
1149,3562
1149,3120
1149,7
1150,2822
1150,29
1150,75
1150,2933
1150,566
1150,187
1151,3571
1151,2935
